数据编号,comment,label
4343,#福建新增3例新型肺炎确诊病例#终于！在我的劝说下爸妈外公外婆他们都戴上口罩了  外公外婆没事就在家待着  出门也会带上口罩  刚刚在家里发现多出的口罩觉得奇怪  因为我走了一圈  街上药店诊所的口罩都脱销了！  后来外公说是他买的 那说话的语气就想个考试拿了一百分的小孩   我笑了！他买的是那种花花绿绿的口罩！其实没什么用  但是这个意识值得表扬！   他在街上和其他的老人家讲这次病毒的危害时还被别人嘲笑说 是小孩在吓唬他！戴口罩太小题大做了！  他还很认真的和别人辩驳！  外公真是太可爱了！希望多加强对县城乡镇的宣传还是有很多老人家不懂的  很多就算听说了也不知道事情的严重性！虽然口罩都已经脱销了可是街上戴口罩的就没几个！平时我觉得我妈最通情理结果这次她最固执！批评[鄙视],happy
4344,你要注意安全！保护好自己[心]//@陆宇鹏LUK:#武汉加油# 致敬奋斗在一线的医护人员?,happy
4345,身边的人的不重视，春节从武汉返乡，探亲的人太多了。,fear
4346,//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心],happy
4347,自上而下配合组织安排，不要捣乱，目前这是整体效率最高的办法。大V不要带节奏，个人也不要被个别案例唬到，而且有些时候为了全局，也确实不可避免会有照顾不全的个体。保持批判性思维，保持自己的判断力，起哄并不能解决问题。,happy
4348,我也失望//@Nuagebbxx:别的二线城市都在几天前排查武汉流动人口，不允许进入了，上海这次竟然这么滞后，太失望了！,angry
4349,我们一起扛！//@谭维维工作室:#武汉加油# [加油][加油][加油]//@谭维维:???,happy
4350,相信武汉，相信国家，以前我们能战胜，现在我们依旧能战胜！[心][心][心],happy
4351,疾病早已遍地开花，即使不是湖北人哪里还能安心过春节呢。群众只是政治的工具罢了，在这大喜日子领导们本来能好好歌功颂德一番，都被这病给搞坏了心情。,angry
4352,#23日g1278次列车2号车厢的乘客# 不是21号就封城了吗[费解][费解][费解],surprise
4353,#春节档能不能改档##全国确诊新型肺炎病例# 最好改档延期，全国下一盘棋。影迷当会理解，片方无妨获利。病毒大敌当前，大家连枝同气。一定挺过难关，再展雄图伟力！！[拳头][拳头][拳头] ??,happy
4354,太可怕了…,fear
4355,#全国确诊新型肺炎病例#过年定的去北京的旅游，还是准备去，天天看这个看的人心惶惶[泪][泪][泪] ??,fear
4356,@LuckyGirl天天 他爸爸不仅是个好父亲，还是一个好医生，,happy
4357,//@风魔无下限://@头条新闻: 别让“灾难财”为防疫添堵！ [感冒],happy
4358,???//@一玶海岸:靠得住[爱你]//@啮花熊:人民子弟兵！,happy
4359,憨批[费解][费解][费解][费解],angry
4360,福建你给我撑住[泪]希望红色黄色地区越来越少最后全都变成白色[泪][泪]#黄冈新增12例新型肺炎##四川确诊首例新型肺炎##北京新增5例新型肺炎病例##武汉新型肺炎患者救治由政府买单# ??,happy
4361,加油加油大家都加油,happy
4362,#防控疫情我们在一起# 注意防护！平安[心]//@电视剧暗恋橘生淮南:#防控疫情我们在一起#一定要戴口罩，勤洗手，注意做好个人防护和个人的卫生。大家平安。,happy
4363,大家和武汉同在,happy
4364,就一个提问？,surprise
4365,加油！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
4366,[兔子][好喜欢][赞啊]儿子说必须让我点赞，所以我来了。[浪],happy
4367,省长大大真是帅[赞][赞][赞],happy
4368,[跪了][跪了][跪了]阿冠你是瘟疫公司骨灰级玩家吗//@世界第一双下巴:不看还好，一看我感觉我啥症状都有了…,fear
4369,//@BIU_tmap:谢谢河豚酱//@山風時雨欲满楼://@两栖类骑士:草[允悲],happy
4370,望周知[心],happy
4371,真特么无语！,angry
4372,为武汉加油，一定会越来越好//@朱一龙:#武汉加油#我们在一起[心],happy
4373,//@吃完凤梨不快乐:敬英雄，注意防护，平安健康,happy
4374,//@肖战工作室:感谢有你！#致敬疫情前线医护人员#?愿医护人员做好防护！注意安全！[作揖],happy
4375,#蒋申 上海时光# 我还是喜欢你，像春风染绿荒芜的山冈，满怀期望,happy
4376,平平安安过新年！//@邓伦:#致敬疫情前线医护人员# 愿所有人都健康、平安，向我们的白衣天使致敬[心],happy
4377,//@曾鹏宇:#武汉封城后的市民生活# 除夕的晚上看到这条微博，真是难受，太同情武汉的无辜老百姓，对始作俑者……只希望报应早点来。,sad
4378,ctm 21号还自驾游个屁啊//@_盐山一只猴:真他妈不理解这人脑回路，三千公里有什么毛病自驾游过来，还直接开进医院，以为满洲里医院有俄罗斯大夫啊，我可真是想口吐芬芳//@沐子宸丫:内蒙古的净土 你特么游尼玛呢[微笑][微笑][微笑],angry
4379,加油?,happy
4380,太难了[悲伤],sad
4381,武汉加油！中国加油！,happy
4382,#武汉封城#幸好还有共享单车?，不然我要步行上班了，希望疫情尽快结束，一切回归正轨[心] ??,happy
4383,武汉加油！！！[加油][加油][加油],happy
4384,心痛疾首 可是有什么用呢 中国人不知道吸取教训 无事永远是太平 这是种劣根性还是什么 无语 什么时候人人都能过度的对疫情做出反应 或许一例一例的病情会少一些吧[跪了] ??,sad
4385,#高以翔[超话]#以翔哥 除夕夜快乐[爱你] 昨晚梦见高爸了 他为迎接你的到来准备了很多水果 你可一定要去和家人团圆哦[泪]最近冠状病毒流行 向奋战在一线的白衣天使们致敬：你们辛苦了?以翔哥 你也照顾好自己[心]记得要常来看我们哦 爱你?,happy
4386,今日最爱,happy
4387,希望亲朋好友及稷山人民都能平平安安的度过这个特殊的春节[可爱]不想听到关于疫情的任何坏消息，新年快乐????? http://t.cn/RMwr63n ??运城·稷山县,happy
4388,#河南发布疫情预防短信#  是我欠费了吗[费解] ??,angry
4389,平安！//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy
4390,//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
4391,？？？乌鸡鲅鱼//@_夜雨青荷_ ://@穆清居士_ :真是颠覆我三观了，艹。。。我无话可说，2020年就是带你见识窝巢人性之恶[嘻嘻],angry
4392,[赞],happy
4393,作为一个阜阳人我方的一批,fear
4394,//@褚伟锋: [赞] 无论是军人，消防官兵，医生护士，教师，在国家和人们需要的时候挺身而出的，都是英雄。,happy
4395,太难了，医护人员太难了//@四分之一鹤://@女王C-cup :对比今天的凶案，太难受了，不能这样对待医务工作者啊,sad
4396,愿平安[心]//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心],happy
4397,武汉加油！,happy
4398,最近关于武汉肺炎的新闻讨论太多了单位都连着两天开这个专题会搞得我都有点恐慌了我咳嗽到现在还没好呢[允悲]我只有看到这个病情的相关症状我都应急感觉自己呼吸困难了[允悲]早晓得我还是应该去买个口罩的。。。 ??,fear
4399,#淮南肺炎#淮南一定要防患于未然，虽然现在没有，但肯定不排除有的可能，如果有发烧，一定要及时就医，不是肺炎更好，淮南加油，中国加油！ ??,happy
4400,三联牛逼,happy
4401,547//@未来的时光_86002: #武汉加油# 一定会好起来的 //@王广允star: ???愿一切早日好起来[加油],happy
4402,[泪],sad
4403,“为天地立心，为生民立命，为往圣继绝学，为万世开太平”  #武汉成立疫情防控指挥部#  ???,happy
4404,//@五岳散人 :问的好啊,happy
4405,[赞][吃惊][吃惊]继续努力吧，其实还是很不错的[威武],happy
4406,[作揖][加油],happy
4407,[好喜欢]//@华晨宇的火星唯爱团://@华晨宇yu:我们一起,happy
4408,#新型肺炎病毒存在变异可能##新型肺炎确诊440例死亡9例# 希望加大宣传力度!有些中老年真的都还没意识到严重性。最近出门戴口罩? ，勤洗手，多通风少去人多的地方总而言之我很慌……[允悲] http://t.cn/RyhO3Hq ??石狮市,fear
4409,武汉加油,happy
4410,要平安回来啊,happy
4411,西城海淀[打脸],sad
4412,[可怜]//@社畜之死://@V爱XuK几:哭了//@芝心塌方:好感动啊……,sad
4413,辛苦,happy
4414,真土鳖哈哈哈哈//@小新没有蜡笔_-:两千块钱的甲鱼还吃出优越感了，甲鱼是不是野生的不知道，人是真土鳖。//@开饭店不送外卖小徐:图二不仔细看我以为两千万的甲鱼呢？合着两千块钱也这么有优越感？野人就是不一样[good],angry
4415,#内蒙古发现1新型肺炎疑似病例#会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的会挺过去的,happy
4416,#跟着王俊凯益起来# 好棒,happy
4417,有办法把这个领导处理掉吗？,angry
4418,很强[中国赞],happy
4419,哈哈哈哈哈太可爱了,happy
4420,我真的快崩溃了不想看到这种消息了 希望大家都平安  早点战胜这个新型冠状病毒！,sad
4421,//@华晨宇网投组:一起加油渡难关[加油][加油]//@当代亚美:#武汉加油# 共度难关? //@华晨宇yu:#武汉加油#  我们一起打赢这场防疫战,happy
4422,妈的 什么垃圾领导,angry
4423,上次猪瘟也有这事……感觉还会有……,angry
4424,哈哈哈我大河南里骄傲,happy
4425,发现最近在微博上有些反人类分子借着冠状病毒的热点在带节奏，我只想说不信谣不传谣，相信ZF，相信我们的白衣天使。 http://t.cn/R2WJd67 ??广州·淘金,angry
4426,回复@嗜睡且爱学习:[可怜][可怜][可怜]//@嗜睡且爱学习:哥哥！记得戴口罩！别出门！！//@罗云熙Leo:#武汉加油# 加油！一起打赢这场仗！向医护人员致敬！大家都要保护好自己，平平安安！！！,happy
4427,我在百度上输武汉关键词查感染人数，从昨天开始湖北那边的人数就维持在444不动了，这太假了。目前湖北甚至全国疫情到底是个什么情况我们普通民众并不清楚。春节年年有，而现在并不是展现歌舞升平的时候。我一直告诉自己不信谣不传谣，但面对不够透明的信息内容，我内心也会动摇。,fear
4428,#新型肺炎确诊440例死亡9例#大家都要保护好自己！我觉得现在慌不慌都没用了！口罩都带起来！相信自己！相信彼此！?我们能行，武汉能行? ??,happy
4429,致敬！你们辛苦了！谢谢你们的守护[心][心][心]加油吧 共同抗击病毒 需要我们携手共进，规范行为！！！,happy
4430,[加油]//@小雪的红头绳:#武汉加油# 哥哥不要太担心了，一定会打赢的，一定会的//@朱一龙:#武汉加油#我们在一起[心],happy
4431,链接打不开了[泪][泪]扫码也不行呀,sad
4432,#武汉加油#,happy
4433,一定要平安！[作揖][心][心][心],happy
4434,[闭嘴][喜][来]~爱你哦[威武],happy
4435,#全国确诊新型肺炎病例#父母到现在还是不重视疫情怎么办[拜拜][拜拜]看了微博不信 说是危言耸听 [拜拜]以为自己经历过非典就了不得了[拜拜]他妈的买了口罩也不肯戴？？还坚持要串亲戚 去饭店吃年夜饭[拜拜]要不是春节档撤档了还得去看电影 真的要气死了[拜拜]第一次对父母产生了这么无奈的感受 ??,angry
4436,卧槽快跑！,fear
4437,//@南小风丶://@出前壹铛:啊。现在又继续瞒骗谎称武汉物资充足。,angry
4438,口罩售罄，救救孩子吧[失望],fear
4439,照顾好自己[女孩儿],happy
4440,#温州首例新型肺炎确诊患者基本痊愈#希望好消息越来越多? ??,happy
4441,顶一个，一定会支持下去//@贡米:#致敬疫情前线医护人员# 你们辛苦啦[鲜花][鲜花]一定要好好保护自己！[拳头]加油！,happy
4442,//@E_n_Chanted://@节操桥上炮龙烹凤的魔女总裁://@浪里赤条小粗林: [话筒][话筒][话筒][话筒][话筒]真的是这个情况 也有医生私信我这个问题 现在当地真的很多人只是害怕 但挤到医院其实真的更危险 家中自我隔离本来就是一种有效的措施,happy
